"","Survived","Pclass","Sex","SibSp","Parch","Embarked","Child","Title","FamilySize","Age","Fare"
"666","0","2","male",2,0,"S",0,"Mr",3,0.398722284855318,0.143462445630661
"667","0","2","male",0,0,"S",0,"Mr",1,0.311035951396718,0.0253743101115455
"668","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0151757893167128
"669","0","3","male",0,0,"S",0,"Mr",1,0.536515094575974,0.0157125535690724
"670","1","1","female",1,0,"S",0,"Mrs",2,0.372180103561368,0.101497240446182
"671","1","2","female",1,1,"S",0,"Mrs",3,0.498935237379431,0.0761229303346364
"672","0","1","male",1,0,"S",0,"Mr",2,0.386195665789803,0.101497240446182
"673","0","2","male",0,0,"S",0,"Mr",1,0.874733809344858,0.0204946350900944
"674","1","2","male",0,0,"S",0,"Mr",1,0.386195665789803,0.0253743101115455
"675","0","2","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"676","0","3","male",0,0,"S",0,"Mr",1,0.223349617938118,0.0151757893167128
"677","0","3","male",0,0,"S",0,"Mr",1,0.304772641863961,0.0157125535690724
"678","1","3","female",0,0,"S",0,"Miss",1,0.223349617938118,0.0192097190634459
"679","0","3","female",1,6,"S",0,"Mrs",8,0.536515094575974,0.0915427034024217
"680","1","1","male",0,1,"C",0,"Mr",2,0.448828761117374,1
"681","0","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.0158833421948232
"682","1","1","male",0,0,"C",0,"Mr",1,0.336089189527746,0.149765424262369
"683","0","3","male",0,0,"S",0,"Mr",1,0.248402856069147,0.0180060008291544
"684","0","3","male",5,2,"S",1,"Mr",8,0.173243141676062,0.0915427034024217
"685","0","2","male",1,1,"S",0,"Mr",3,0.749467618689716,0.0761229303346364
"686","0","2","male",1,2,"C",0,"Mr",4,0.311035951396718,0.081157193460767
"687","0","3","male",4,1,"S",1,"Mr",6,0.173243141676062,0.0774648409655354
"688","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0198520794832697
"689","0","3","male",0,0,"S",0,"Mr",1,0.223349617938118,0.0152163882128912
"690","1","1","female",0,1,"S",1,"Miss",2,0.185769760741576,0.412503327938365
"691","1","1","male",1,0,"S",0,"Mr",2,0.386195665789803,0.111256590489084
"692","1","3","female",0,1,"C",1,"Miss",2,0.0479769510209195,0.0261876543441209
"693","1","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.110272457630758
"694","0","3","male",0,0,"C",0,"Mr",1,0.311035951396718,0.0141022608119935
"695","0","1","male",0,0,"S",0,"Col",1,0.749467618689716,0.0518221487278102
"696","0","2","male",0,0,"S",0,"Mr",1,0.649254666165602,0.0263502451158357
"697","0","3","male",0,0,"S",0,"Mr",1,0.549041713641488,0.0157125535690724
"698","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.015094396337355
"699","0","1","male",1,1,"C",0,"Mr",3,0.611674808969059,0.216429787722425
"700","0","3","male",0,0,"S",0,"Mr",1,0.52398847551046,0.0149318055656402
"701","1","1","female",1,0,"C",0,"Mrs",2,0.223349617938118,0.44409922370226
"702","1","1","male",0,0,"S",0,"Mr",1,0.43630214205186,0.0513097828505578
"703","0","3","female",0,1,"C",0,"Miss",2,0.223349617938118,0.0282127194780231
"704","0","3","male",0,0,"Q",0,"Mr",1,0.311035951396718,0.015110792045427
"705","0","3","male",1,0,"S",0,"Mr",2,0.323562570462232,0.0153303774213923
"706","0","2","male",0,0,"S",0,"Mr",1,0.486408618313917,0.0507486202230909
"707","1","2","female",0,0,"S",0,"Mrs",1,0.561568332707002,0.0263502451158357
"708","1","1","male",0,0,"S",0,"Mr",1,0.52398847551046,0.0513097828505578
"709","1","1","female",0,0,"S",0,"Miss",1,0.273456094200175,0.295805899800363
"710","1","3","male",1,1,"C",0,"Master",3,0.372180103561368,0.0297578197768154
"711","1","1","female",0,0,"C",0,"Mlle",1,0.298509332331204,0.0966257632787668
"712","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0518221487278102
"713","1","1","male",1,0,"S",0,"Mr",2,0.599148189903545,0.101497240446182
"714","0","3","male",0,0,"S",0,"Mr",1,0.361142427658775,0.0185101688523707
"715","0","2","male",0,0,"S",0,"Mr",1,0.649254666165602,0.0253743101115455
"716","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0149318055656402
"717","1","1","female",0,0,"C",0,"Miss",1,0.473881999248403,0.44409922370226
"718","1","2","female",0,0,"S",0,"Miss",1,0.336089189527746,0.0204946350900944
"719","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0302539851329965
"720","0","3","male",0,0,"S",0,"Mr",1,0.411248903920832,0.0151757893167128
"721","1","2","female",0,1,"S",1,"Miss",2,0.0730301891519479,0.0644117102831539
"722","0","3","male",1,0,"S",1,"Mr",2,0.210822998872604,0.013768881414528
"723","0","2","male",0,0,"S",0,"Mr",1,0.423775522986346,0.0253743101115455
"724","0","2","male",0,0,"S",0,"Mr",1,0.624201428034573,0.0253743101115455
"725","1","1","male",1,0,"S",0,"Mr",2,0.336089189527746,0.10364429745562
"726","0","3","male",0,0,"S",0,"Mr",1,0.248402856069147,0.0169080739493279
"727","1","2","female",3,0,"S",0,"Mrs",4,0.373669046724289,0.0409892701801888
"728","1","3","female",0,0,"Q",0,"Miss",1,0.372180103561368,0.015102594191391
"729","0","2","male",1,0,"S",0,"Mr",2,0.311035951396718,0.0507486202230909
"730","0","3","female",1,0,"S",0,"Miss",2,0.311035951396718,0.0154685698179998
"731","1","1","female",0,0,"S",0,"Miss",1,0.361142427658775,0.412503327938365
"732","0","3","male",0,0,"C",1,"Mr",1,0.135663284479519,0.0366707577862047
"733","0","2","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"734","0","2","male",0,0,"S",0,"Mr",1,0.28598271326569,0.0253743101115455
"735","0","2","male",0,0,"S",0,"Mr",1,0.28598271326569,0.0253743101115455
"736","0","3","male",0,0,"S",0,"Mr",1,0.354879118126018,0.0314251071381448
"737","0","3","female",1,3,"S",0,"Mrs",5,0.599148189903545,0.067095531544952
"738","1","1","male",0,0,"C",0,"Mr",1,0.43630214205186,1
"739","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"740","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"741","1","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0585561002574126
"742","0","1","male",1,0,"S",0,"Mr",2,0.448828761117374,0.153904950176566
"743","1","1","female",2,2,"C",0,"Miss",5,0.260929475134661,0.512121893501288
"744","0","3","male",1,0,"S",0,"Mr",2,0.298509332331204,0.0314251071381448
"745","1","3","male",0,0,"S",0,"Mr",1,0.386195665789803,0.0154685698179998
"746","0","1","male",1,1,"S",0,"Sir",3,0.874733809344858,0.13858277060921
"747","0","3","male",1,1,"S",1,"Mr",3,0.19829637980709,0.0395253676737535
"748","1","2","female",0,0,"S",0,"Miss",1,0.373669046724289,0.0253743101115455
"749","0","1","male",1,0,"S",0,"Mr",2,0.235876237003633,0.10364429745562
"750","0","3","male",0,0,"Q",0,"Mr",1,0.386195665789803,0.0151269925664983
"751","1","2","female",1,1,"S",1,"Miss",3,0.0479769510209195,0.0448930101973497
"752","1","3","male",0,1,"S",1,"Master",2,0.0730301891519479,0.0243495783570407
"753","0","3","male",0,0,"S",0,"Mr",1,0.411248903920832,0.018542765081514
"754","0","3","male",0,0,"S",0,"Mr",1,0.28598271326569,0.0154115752137493
"755","1","2","female",1,2,"S",0,"Mrs",4,0.599148189903545,0.126871550557727
"756","1","2","male",1,1,"S",1,"Master",3,0.00626330953275711,0.0283021151244161
"757","0","3","male",0,0,"S",0,"Mr",1,0.348615808593261,0.0152163882128912
"758","0","2","male",0,0,"S",0,"Mr",1,0.223349617938118,0.0224465050986748
"759","0","3","male",0,0,"S",0,"Mr",1,0.423775522986346,0.0157125535690724
"760","1","1","female",0,0,"S",0,"Lady",1,0.411248903920832,0.168836755742206
"761","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0283021151244161
"762","0","3","male",0,0,"S",0,"Mr",1,0.511461856444945,0.0139070738111355
"763","1","3","male",0,0,"C",0,"Mr",1,0.248402856069147,0.0141104586660296
"764","1","1","female",1,2,"S",0,"Mrs",4,0.448828761117374,0.23422440102965
"765","0","3","male",0,0,"S",1,"Mr",1,0.19829637980709,0.0151757893167128
"766","1","1","female",1,0,"S",0,"Mrs",2,0.636728047100088,0.152164467689915
"767","0","1","male",0,0,"C",0,"Dr",1,0.372180103561368,0.0772940523397847
"768","0","3","female",0,0,"Q",0,"Miss",1,0.379932356257046,0.0151269925664983
"769","0","3","male",1,0,"Q",0,"Mr",2,0.372180103561368,0.0471376607072172
"770","0","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0163225129467538
"771","0","3","male",0,0,"S",0,"Mr",1,0.298509332331204,0.018542765081514
"772","0","3","male",0,0,"S",0,"Mr",1,0.599148189903545,0.0153303774213923
"773","0","2","female",0,0,"S",0,"Mrs",1,0.711887761493173,0.0204946350900944
"774","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141022608119935
"775","1","2","female",1,3,"S",0,"Mrs",5,0.67430790429663,0.0448930101973497
"776","0","3","male",0,0,"S",0,"Mr",1,0.223349617938118,0.0151269925664983
"777","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"778","1","3","female",0,0,"S",1,"Miss",1,0.0605035700864337,0.0243495783570407
"779","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.015102594191391
"780","1","1","female",0,1,"S",0,"Mrs",2,0.536515094575974,0.412503327938365
"781","1","3","female",0,0,"C",1,"Miss",1,0.160716522610547,0.0141104586660296
"782","1","1","female",1,0,"S",1,"Mrs",2,0.210822998872604,0.111256590489084
"783","0","1","male",0,0,"S",0,"Mr",1,0.361142427658775,0.0585561002574126
"784","0","3","male",1,2,"S",0,"Mr",4,0.372180103561368,0.0457713517012109
"785","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.013760683560492
"786","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.014151057562208
"787","1","3","female",0,0,"S",0,"Miss",1,0.223349617938118,0.0146308272103171
"788","0","3","male",4,1,"Q",1,"Master",6,0.0980834272829763,0.0568482139999047
"789","1","3","male",1,2,"S",1,"Master",4,0.0103970938243768,0.0401597254265421
"790","0","1","male",0,0,"C",0,"Mr",1,0.574094951772517,0.154588104679569
"791","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"792","0","2","male",0,0,"S",1,"Mr",1,0.19829637980709,0.0507486202230909
"793","0","3","female",8,2,"S",0,"Miss",11,0.372180103561368,0.135752559096768
"794","0","1","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0599142114093829
"795","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.0154115752137493
"796","0","2","male",0,0,"S",0,"Mr",1,0.486408618313917,0.0253743101115455
"797","1","1","female",0,0,"S",0,"Dr",1,0.611674808969059,0.0506104278264834
"798","1","3","female",0,0,"S",0,"Mrs",1,0.386195665789803,0.0169486728455064
"799","0","3","male",0,0,"C",0,"Mr",1,0.373669046724289,0.0141104586660296
"800","0","3","female",1,1,"S",0,"Mrs",3,0.373669046724289,0.0471376607072172
"801","0","2","male",0,0,"S",0,"Mr",1,0.423775522986346,0.0253743101115455
"802","1","2","female",1,1,"S",0,"Mrs",3,0.386195665789803,0.051236587725236
"803","1","1","male",1,2,"S",1,"Master",4,0.135663284479519,0.23422440102965
"804","1","3","male",0,1,"C",1,"Master",2,0.00313165476637855,0.0166234913020769
"805","1","3","male",0,0,"S",0,"Mr",1,0.336089189527746,0.0136142933098484
"806","0","3","male",0,0,"S",0,"Mr",1,0.386195665789803,0.0151757893167128
"807","0","1","male",0,0,"S",0,"Mr",1,0.486408618313917,0
"808","0","3","female",0,0,"S",0,"Miss",1,0.223349617938118,0.0151757893167128
"809","0","2","male",0,0,"S",0,"Mr",1,0.486408618313917,0.0253743101115455
"810","1","1","female",1,0,"S",0,"Mrs",2,0.411248903920832,0.10364429745562
"811","0","3","male",0,0,"S",0,"Mr",1,0.323562570462232,0.0153953746926781
"812","0","3","male",0,0,"S",0,"Mr",1,0.486408618313917,0.0471376607072172
"813","0","2","male",0,0,"S",0,"Mr",1,0.43630214205186,0.0204946350900944
"814","0","3","female",4,2,"S",1,"Miss",7,0.0730301891519479,0.0610447345183526
"815","0","3","male",0,0,"S",0,"Mr",1,0.379932356257046,0.0157125535690724
"816","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0
"817","0","3","female",0,0,"S",0,"Miss",1,0.28598271326569,0.0154685698179998
"818","0","2","male",1,1,"C",0,"Mr",3,0.386195665789803,0.0722273881715116
"819","0","3","male",0,0,"S",0,"Mr",1,0.536515094575974,0.0125895615553437
"820","0","3","male",3,2,"S",1,"Master",6,0.123136665414005,0.0544571732393937
"821","1","1","female",1,1,"S",0,"Mrs",3,0.649254666165602,0.182499845802269
"822","1","3","male",0,0,"S",0,"Mr",1,0.336089189527746,0.0169080739493279
"823","0","1","male",0,0,"S",0,"Lady",1,0.473881999248403,0
"824","1","3","female",0,1,"S",0,"Mrs",2,0.336089189527746,0.0243495783570407
"825","0","3","male",4,1,"S",1,"Master",6,0.022923712889891,0.0774648409655354
"826","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0135654965596339
"827","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.110272457630758
"828","1","2","male",0,2,"C",1,"Master",3,0.0103970938243768,0.0722273881715116
"829","1","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"830","1","1","female",0,0,"S",0,"Mrs",1,0.774520856820744,0.156149600686434
"831","1","3","female",1,0,"C",1,"Mrs",2,0.185769760741576,0.0282127194780231
"832","1","2","male",1,1,"S",1,"Master",3,0.00826756858323938,0.0365975626608829
"833","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141104586660296
"834","0","3","male",0,0,"S",0,"Mr",1,0.28598271326569,0.0153303774213923
"835","0","3","male",0,0,"S",0,"Mr",1,0.223349617938118,0.0162005210712175
"836","1","1","female",1,1,"C",0,"Miss",3,0.486408618313917,0.162314191734533
"837","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0169080739493279
"838","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"839","1","3","male",0,0,"S",0,"Mr",1,0.398722284855318,0.110272457630758
"840","1","1","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0579705392548385
"841","0","3","male",0,0,"S",0,"Mr",1,0.248402856069147,0.0154685698179998
"842","0","2","male",0,0,"S",1,"Mr",1,0.19829637980709,0.0204946350900944
"843","1","1","female",0,0,"C",0,"Miss",1,0.373669046724289,0.060507970265993
"844","0","3","male",0,0,"C",0,"Mr",1,0.430038832519103,0.0125651631802365
"845","0","3","male",0,0,"S",1,"Mr",1,0.210822998872604,0.0169080739493279
"846","0","3","male",0,0,"S",0,"Mr",1,0.52398847551046,0.0147366185647822
"847","0","3","male",8,2,"S",0,"Mr",11,0.372180103561368,0.135752559096768
"848","0","3","male",0,0,"C",0,"Mr",1,0.43630214205186,0.0154115752137493
"849","0","2","male",0,1,"S",0,"Rev",2,0.348615808593261,0.0644117102831539
"850","1","1","female",1,0,"C",0,"Mrs",2,0.372180103561368,0.173919815618552
"851","0","3","male",4,2,"S",1,"Master",7,0.0479769510209195,0.0610447345183526
"852","0","3","male",0,0,"S",0,"Mr",1,0.924840285606915,0.0151757893167128
"853","0","3","female",1,1,"C",1,"Miss",3,0.110610046348491,0.0297578197768154
"854","1","1","female",0,1,"S",1,"Miss",2,0.19829637980709,0.0769036783380686
"855","0","2","female",1,0,"S",0,"Mrs",2,0.549041713641488,0.0507486202230909
"856","1","3","female",0,1,"S",0,"Mrs",2,0.223349617938118,0.0182499845802269
"857","1","1","female",1,1,"S",0,"Mrs",3,0.561568332707002,0.321798367143626
"858","1","1","male",0,0,"S",0,"Mr",1,0.636728047100088,0.0518221487278102
"859","1","3","female",0,3,"C",0,"Mrs",4,0.298509332331204,0.0375896981862443
"860","0","3","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0141104586660296
"861","0","3","male",2,0,"S",0,"Mr",3,0.511461856444945,0.0275375676420551
"862","0","2","male",1,0,"S",0,"Mr",2,0.260929475134661,0.0224465050986748
"863","1","1","female",0,0,"S",0,"Mrs",1,0.599148189903545,0.0506104278264834
"864","0","3","female",8,2,"S",0,"Miss",11,0.372180103561368,0.135752559096768
"865","0","2","male",0,0,"S",0,"Mr",1,0.298509332331204,0.0253743101115455
"866","1","2","female",0,0,"S",0,"Mrs",1,0.52398847551046,0.0253743101115455
"867","1","2","female",1,0,"C",0,"Miss",2,0.336089189527746,0.02704960013991
"868","0","1","male",0,0,"S",0,"Mr",1,0.386195665789803,0.0985612375792752
"869","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.018542765081514
"870","1","3","male",1,1,"S",1,"Master",3,0.0479769510209195,0.0217307543665284
"871","0","3","male",0,0,"S",0,"Mr",1,0.323562570462232,0.0154115752137493
"872","1","1","female",1,1,"S",0,"Mrs",3,0.586621570838031,0.102578966804937
"873","0","1","male",0,0,"S",0,"Mr",1,0.411248903920832,0.0097593500429021
"874","0","3","male",0,0,"S",0,"Mr",1,0.586621570838031,0.0175668300772238
"875","1","2","female",1,0,"C",0,"Mrs",2,0.348615808593261,0.0468448802059301
"876","1","3","female",0,0,"C",1,"Miss",1,0.185769760741576,0.0141022608119935
"877","0","3","male",0,0,"S",0,"Mr",1,0.248402856069147,0.0192177217304811
"878","0","3","male",0,0,"S",0,"Mr",1,0.235876237003633,0.0154115752137493
"879","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"880","1","1","female",0,1,"C",0,"Mrs",2,0.699361142427659,0.162314191734533
"881","1","2","female",0,1,"S",0,"Mrs",2,0.311035951396718,0.0507486202230909
"882","0","3","male",0,0,"S",0,"Mr",1,0.411248903920832,0.0154115752137493
"883","0","3","female",0,0,"S",0,"Miss",1,0.273456094200175,0.0205272313192377
"884","0","2","male",0,0,"S",0,"Mr",1,0.348615808593261,0.0204946350900944
"885","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.013760683560492
"886","0","3","female",0,5,"Q",0,"Mrs",6,0.486408618313917,0.0568482139999047
"887","0","2","male",0,0,"S",0,"Rev",1,0.336089189527746,0.0253743101115455
"888","1","1","female",0,0,"S",0,"Miss",1,0.235876237003633,0.0585561002574126
"889","0","3","female",1,2,"S",0,"Miss",4,0.372180103561368,0.0457713517012109
"890","1","1","male",0,0,"C",0,"Mr",1,0.323562570462232,0.0585561002574126
"891","0","3","male",0,0,"Q",0,"Mr",1,0.398722284855318,0.0151269925664983
"892","0","3","male",0,0,"Q",0,"Mr",1,0.430038832519103,0.0152815806711778
"893","1","3","female",1,0,"S",0,"Mrs",2,0.586621570838031,0.0136630900600629
"894","0","2","male",0,0,"Q",0,"Mr",1,0.774520856820744,0.0189087407081228
"895","0","3","male",0,0,"S",0,"Mr",1,0.336089189527746,0.0169080739493279
"896","1","3","female",1,1,"S",0,"Mrs",3,0.273456094200175,0.0239836027304319
"897","0","3","male",0,0,"S",1,"Mr",1,0.173243141676062,0.0180060008291544
"898","1","3","female",0,0,"Q",0,"Miss",1,0.373669046724289,0.0148912066694617
"899","0","2","male",1,1,"S",0,"Mr",3,0.323562570462232,0.0566042302488322
"900","1","3","female",0,0,"C",0,"Mrs",1,0.223349617938118,0.0141104586660296
"901","0","3","male",2,0,"S",0,"Mr",3,0.260929475134661,0.0471376607072172
"902","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"903","0","1","male",0,0,"S",0,"Mr",1,0.574094951772517,0.0507486202230909
"904","1","1","female",1,0,"S",0,"Mrs",2,0.28598271326569,0.160573904434883
"905","0","2","male",1,0,"S",0,"Mr",2,0.787047475886258,0.0507486202230909
"906","1","1","female",1,0,"S",0,"Mrs",2,0.586621570838031,0.119405647774907
"907","1","2","female",1,0,"C",0,"Mrs",2,0.298509332331204,0.0541073981338561
"908","0","2","male",0,0,"Q",0,"Mr",1,0.43630214205186,0.0241055946059682
"909","0","3","male",0,0,"C",0,"Mr",1,0.260929475134661,0.0141022608119935
"910","1","3","female",1,0,"S",0,"Miss",2,0.336089189527746,0.0154685698179998
"911","1","3","female",0,0,"C",0,"Mrs",1,0.561568332707002,0.0141022608119935
"912","0","1","male",1,0,"C",0,"Mr",2,0.686834523362145,0.115941078509677
"913","0","3","male",0,1,"S",1,"Master",2,0.110610046348491,0.0061889894232068
"914","1","1","female",0,0,"S",0,"Mrs",1,0.372180103561368,0.061841683042856
"915","0","1","male",0,1,"C",0,"Mr",2,0.260929475134661,0.119804219630659
"916","1","1","female",1,3,"C",0,"Mrs",5,0.599148189903545,0.512121893501288
"917","0","3","male",1,0,"S",0,"Mr",2,0.624201428034573,0.0283021151244161
"918","1","1","female",0,1,"C",0,"Miss",2,0.273456094200175,0.120975341635808
"919","0","3","male",0,0,"C",0,"Mr",1,0.279719403732932,0.0141022608119935
"920","0","1","male",0,0,"S",0,"Mr",1,0.511461856444945,0.0595320352617028
"921","0","3","male",2,0,"C",0,"Mr",3,0.372180103561368,0.0423149802900167
"922","0","2","male",1,0,"S",0,"Mr",2,0.624201428034573,0.0507486202230909
"923","0","2","male",2,0,"S",0,"Mr",3,0.298509332331204,0.0614839052702832
"924","1","3","female",1,2,"S",0,"Mrs",4,0.411248903920832,0.0401597254265421
"925","1","3","female",1,2,"S",0,"Mrs",4,0.372180103561368,0.0457713517012109
"926","0","1","male",1,0,"C",0,"Mr",2,0.373669046724289,0.112720492995519
"927","0","3","male",0,0,"C",0,"Mr",1,0.229612927470876,0.0141104586660296
"928","1","3","female",0,0,"S",0,"Miss",1,0.372180103561368,0.0157125535690724
"929","1","3","female",0,0,"S",0,"Miss",1,0.260929475134661,0.0169080739493279
"930","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.018542765081514
"931","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.110272457630758
"932","0","3","male",0,1,"C",0,"Mr",2,0.486408618313917,0.0261876543441209
"933","0","1","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0518221487278102
"934","0","3","male",0,0,"S",0,"Mr",1,0.511461856444945,0.0153221795673563
"935","1","2","female",0,0,"S",0,"Mrs",1,0.373669046724289,0.0253743101115455
"936","1","1","female",1,0,"S",0,"Mrs",2,0.561568332707002,0.102578966804937
"937","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.0154685698179998
"938","0","1","male",0,0,"C",0,"Mr",1,0.561568332707002,0.0579705392548385
"939","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"940","1","1","female",0,0,"C",0,"Mrs",1,0.749467618689716,0.148911481133615
"941","1","3","female",0,2,"S",0,"Mrs",3,0.448828761117374,0.0310347331364287
"942","0","1","male",1,0,"S",0,"Mr",2,0.298509332331204,0.117112200514825
"943","0","2","male",0,0,"C",0,"Mr",1,0.336089189527746,0.029343047399992
"944","1","2","female",2,1,"S",0,"Miss",4,0.248402856069147,0.0448930101973497
"945","1","1","female",3,2,"S",0,"Miss",6,0.348615808593261,0.513341812256651
"946","0","2","male",0,0,"C",0,"Mr",1,0.372180103561368,0.0304085732376761
"947","0","3","male",4,1,"Q",1,"Master",6,0.123136665414005,0.0568482139999047
"948","0","3","male",0,0,"S",0,"Mr",1,0.43630214205186,0.0154115752137493
"949","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.0149318055656402
"950","0","3","male",1,0,"S",0,"Mr",2,0.372180103561368,0.0314251071381448
"951","1","1","female",0,0,"C",0,"Miss",1,0.448828761117374,0.512121893501288
"952","0","3","male",0,0,"S",1,"Mr",1,0.210822998872604,0.0154115752137493
"953","0","2","male",0,0,"S",0,"Mr",1,0.398722284855318,0.0263502451158357
"954","0","3","male",0,0,"S",0,"Mr",1,0.223349617938118,0.0151269925664983
"955","1","3","female",0,0,"Q",0,"Miss",1,0.273456094200175,0.0150781958162837
"956","0","1","male",2,2,"C",1,"Master",5,0.160716522610547,0.512121893501288
"957","1","2","female",0,0,"S",0,"Mrs",1,0.372180103561368,0.0409892701801888
"958","1","3","female",0,0,"Q",0,"Miss",1,0.223349617938118,0.0153791741716068
"959","0","1","male",0,0,"S",0,"Mr",1,0.586621570838031,0.0827592883638098
"960","0","1","male",0,0,"C",0,"Mr",1,0.386195665789803,0.0557014903698638
"961","1","1","female",1,4,"S",0,"Mrs",6,0.749467618689716,0.513341812256651
"962","1","3","female",0,0,"Q",0,"Miss",1,0.298509332331204,0.0151269925664983
"963","0","3","male",0,0,"S",0,"Mr",1,0.260929475134661,0.0154115752137493
"964","1","3","female",0,0,"S",0,"Miss",1,0.361142427658775,0.0154685698179998
"965","0","1","male",0,0,"C",0,"Mr",1,0.354879118126018,0.0541073981338561
"966","1","1","female",0,0,"C",0,"Miss",1,0.43630214205186,0.412820506814759
"967","0","1","male",0,0,"C",0,"Mr",1,0.404985594388075,0.412820506814759
"968","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"969","1","1","female",2,0,"S",0,"Mrs",3,0.686834523362145,0.0501630592205168
"970","0","2","male",0,0,"S",0,"Mr",1,0.373669046724289,0.0253743101115455
"971","1","3","female",0,0,"Q",0,"Miss",1,0.298509332331204,0.0151269925664983
"972","0","3","male",1,1,"C",1,"Master",3,0.0730301891519479,0.0297578197768154
"973","0","1","male",1,0,"S",0,"Mr",2,0.837153952148315,0.432884169006959
"974","0","1","male",0,0,"S",0,"Mr",1,0.611674808969059,0.0507486202230909
"975","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0154115752137493
"976","0","2","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0209012096128817
"977","0","3","male",1,0,"C",0,"Mr",2,0.372180103561368,0.0282127194780231
"978","1","3","female",0,0,"Q",0,"Miss",1,0.336089189527746,0.0153791741716068
"979","1","3","female",0,0,"S",0,"Miss",1,0.223349617938118,0.0157125535690724
"980","1","3","female",0,0,"Q",0,"Ms",1,0.372180103561368,0.0151269925664983
"981","0","2","male",1,1,"S",1,"Master",3,0.022923712889891,0.0448930101973497
"982","1","3","female",1,0,"S",0,"Mrs",2,0.273456094200175,0.0271309931192678
"983","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0151757893167128
"984","1","1","female",1,2,"S",0,"Mrs",4,0.336089189527746,0.101497240446182
"985","0","3","male",0,0,"S",0,"Mr",1,0.372180103561368,0.0157125535690724
"986","0","1","male",0,0,"C",0,"Mr",1,0.311035951396718,0.0507486202230909
"987","0","3","male",0,0,"S",0,"Mr",1,0.311035951396718,0.0152163882128912
"988","1","1","female",1,0,"S",0,"Mrs",2,0.949893523737943,0.153904950176566
"989","0","3","male",0,0,"S",0,"Mr",1,0.361142427658775,0.0154685698179998
"990","1","3","female",0,0,"S",0,"Miss",1,0.248402856069147,0.0153303774213923
"991","0","3","male",0,0,"S",0,"Mr",1,0.411248903920832,0.0157125535690724
"992","1","1","female",1,0,"C",0,"Mrs",2,0.536515094575974,0.108214991454713
"993","0","2","male",1,0,"S",0,"Mr",2,0.336089189527746,0.0507486202230909
"994","0","3","male",0,0,"Q",0,"Mr",1,0.372180103561368,0.0151269925664983
"995","0","3","male",0,0,"S",0,"Mr",1,0.323562570462232,0.0151757893167128
"996","1","3","female",1,1,"C",1,"Mrs",3,0.19829637980709,0.0166234913020769
"997","0","3","male",0,0,"S",0,"Mr",1,0.348615808593261,0.043965871943274
"998","0","3","male",0,0,"Q",0,"Mr",1,0.260929475134661,0.0152651849631058
